old_coord:gcj02
new_coord:wgs84
#本程序用于, 百度bd09,谷歌或高德gcj02  与  wgs84 坐标系相互转换
114.097022,22.552763
114.098517,22.552970
114.089263,22.553307
114.102071,22.564349
114.081988,22.560019
114.075551,22.541415
114.072696,22.543469
114.069239,22.547459
114.068760,22.551019
114.070674,22.552301
114.018145,22.538241
114.026416,22.539738
114.010331,22.536192
114.016177,22.550014
114.016868,22.555364
114.006419,22.535837
114.038147,22.545705
114.016475,22.540607
114.000739,22.547154
114.052270,22.512129
114.051029,22.523887
114.050240,22.521180
114.063147,22.515298
114.050740,22.504798
114.038571,22.569268
114.063775,22.572285
114.067417,22.573608
114.066229,22.569901
114.074020,22.569601
114.041469,22.561421
114.036623,22.566472
114.068813,22.572142
114.033949,22.561679
114.045047,22.568030
114.057630,22.563722
114.049257,22.567726
114.061571,22.565116
114.039334,22.560846
114.057187,22.570630
114.040693,22.542900
114.044369,22.558792
114.052098,22.561307
114.065086,22.561513
114.060899,22.560629
114.053465,22.546199
114.065225,22.547173
114.040034,22.553577
114.041786,22.548713
114.048012,22.544983
114.042435,22.558260
114.046126,22.550344
114.097036,22.546353
114.094633,22.542175
114.093867,22.548281
114.048952,22.525363
114.023097,22.525947
114.040360,22.525829
114.046048,22.529614
114.043612,22.517209
113.994774,22.530047
114.028226,22.522794
114.035788,22.525878
114.095587,22.537279
114.089956,22.535657
114.098805,22.537874
114.064891,22.524729
114.064253,22.520198
